post_id,timestamp,post_text,escalation_intent,escalation_reasoning,de_escalation_intent,de_escalation_reasoning,fabrication_risk,fabrication_reasoning,market_mover_probability,market_mover_reasoning,timing_suspicion,timing_suspicion_reasoning
36755,2026-02-16 21:11:00,"Congressman Brad Knott is a terrific Representative for the incredible people of North Carolina’s 13th Congressional District!As a former Criminal Prosecutor, Brad knows the Wisdom and Courage necessary to uphold our Constitution, and ensure LAW AND ORDER. A true America First Patriot, Brad is fighting tirelessly to Strengthen our Military, Care for our Brave Veterans, Stand with our Incredible Law Enforcement, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Grow our Economy, Cut Ta",0,"The post is a political endorsement for a U.S. Congressman and contains no references to foreign policy, Iran, or threats of military or economic action.",0,The post is focused entirely on domestic political campaigning and does not address international relations or conflict resolution.,0,"The post accurately identifies Brad Knott as a Republican Congressman representing North Carolina's 13th District, a position he has held since January 2025.",0,"This is a standard domestic political endorsement post that lacks any content relevant to global oil markets, geopolitical risks, or economic policy shifts.",10,"While posted on a Sunday evening (21:11), this is typical for social media activity by political figures and does not appear calculated to disrupt or manipulate financial markets."
36756,2026-02-16 21:11:00,"Congressman Chuck Edwards is a MAGA Warrior who is doing a fantastic job representing North Carolina’s 11th Congressional District!A proud Businessman, Civic Leader, and Highly Respected State Senator, prior to becoming a very distinguished U.S. Congressman, Chuck has dedicated his life to serving his Community. In Congress, he is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Advance Election Integrity, Champion American Energy DOMINANCE, Promote MADE IN THE U.S.A., Keep our",0,The post is a domestic political endorsement for a U.S. Congressional candidate and contains no mention of Iran or foreign policy.,0,The post is strictly limited to domestic political support and does not address international relations or de-escalation efforts.,0,"The post is a political statement of endorsement, which is a subjective opinion and not a falsifiable factual claim.",0,This is a routine domestic political endorsement for a member of the U.S. House of Representatives and would not influence crude oil market pricing.,5,"The post was made on a Monday evening (February 16, 2026), which is generally outside of major market trading hours and appears to be a standard campaign communication."
36754,2026-02-16 21:11:00,"Congressman Tim Moore is a Tremendous Champion for North Carolina’s 14th Congressional District!Tim served as the Highly Respected Speaker of the North Carolina House of Representatives for a decade, prior to becoming a very distinguished U.S. Congressman. In Congress, he is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Murderers, and other Criminals ",0,"The post is a political endorsement for a U.S. Congressman and contains no references to Iran, military action, or international sanctions.",0,The post is exclusively focused on domestic U.S. political campaigning and does not address international relations or foreign policy negotiations.,5,"The post contains verifiable biographical information regarding Tim Moore's service as Speaker of the North Carolina House (2015-2025) and his current role in Congress, which are accurate. The remaining content consists of standard campaign rhetoric and policy endorsements.",0,This post is a standard domestic political endorsement and contains no information that would affect global crude oil markets.,10,"While posted on a Saturday evening, it appears to be routine campaign activity rather than a post intended to disrupt or exploit financial market openings."
36749,2026-02-16 21:12:00,"Richard Hudson is a Great Man, and TREMENDOUS Congressman, who is doing an outstanding job representing the wonderful people of North Carolina’s 9th Congressional District.As Chairman of the National Republican Congressional Committee (NRCC), Richard is working tirelessly with me to help elect smart, tough, and 100% America First Patriots. Together, we won the 2024 Elections down ballot in a LANDSLIDE, and, based on the incredible SUCCESS we are having, are poised to WIN BIG in the 2026 Midterms",0,"The post contains no references to Iran or international conflict, focusing entirely on domestic U.S. political endorsements and policy objectives.",0,"The post does not address foreign policy, diplomacy, or tension reduction.",5,The core claims—that Richard Hudson is a Congressman for North Carolina's 9th District and the Chairman of the NRCC—are factually accurate based on public records.,0,This is a standard political endorsement for a domestic representative and contains no information that would impact global crude oil markets.,10,"The post was made on a Monday evening (21:12:00), which is outside of standard U.S. market trading hours and not aligned with typical high-impact economic news releases."
36750,2026-02-16 21:12:00,"Congressman Mark Harris is a terrific Representative for the incredible people of North Carolina’s 8th Congressional District!Mark has a strong Record of SUCCESS, and compelling support from his Community. In Congress, he is working tirelessly to Champion our Amazing Farmers and Ranchers, Grow our Economy, Cut Taxes and Regulations, Advance American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW (CHEAP!), Help Secure our now VERY Secure (Record S",0,The post is a standard political endorsement for a domestic U.S. congressional candidate and contains no mentions of Iran or foreign policy threats.,0,"The post does not address international relations or de-escalation efforts, focusing exclusively on domestic legislative priorities.",5,The post correctly identifies Mark Harris as the Representative for North Carolina's 8th Congressional District in 2026; other claims are subjective political endorsements.,0,The content is a routine political endorsement for a local congressman and lacks any information that would influence oil traders or broader financial markets.,10,"While the post was made on a weekend evening, this is common for political campaign communication on Truth Social and not indicative of attempts to manipulate market openings."
36751,2026-02-16 21:12:00,"Congressman Addison McDowell is an America First Patriot, who is doing a fantastic job representing North Carolina’s 6th Congressional District!A MAGA Warrior, Addison previously worked for Senator Ted Budd and Congressman Richard Hudson (Two outstanding leaders from the Great State of North Carolina!), prior to becoming a distinguished and Highly Respected Congressman. In Congress, Addison is fighting tirelessly to Champion our Great Farmers and American Agriculture, Cut Taxes and Regulations, ",0,The post is a political endorsement for a U.S. Congressman and contains no mention of Iran or foreign policy.,0,The content is entirely focused on domestic American political support and re-election campaigning.,5,"The factual claims regarding Addison McDowell's position, his past work for Congressman Hudson and Senator Budd, and his status as an incumbent are verified and accurate.",0,This is a standard political endorsement with no relevance to global commodity markets or crude oil pricing.,10,"The post was made on a Monday evening, which is not a conventional window for high-impact market manipulation, and the content is purely political."
36752,2026-02-16 21:12:00,"Congressman Greg Murphy, M.D., is a Tremendous Champion for the incredible people of North Carolina’s 3rd Congressional District!A distinguished Surgeon and Member of the House Veterans' Affairs Committee, Greg knows the Wisdom and Courage required to Defend our Country, Support our Brave Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, Greg is working hard to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, Keep our n",0,"The post is a domestic political endorsement and does not reference Iran, military action, or international sanctions.",0,"The content focuses exclusively on domestic electoral support and campaign rhetoric, not international diplomacy or peace efforts.",5,"The post is a standard political endorsement for a sitting Congressman; the endorsement itself is a matter of record, not a factual claim subject to fabrication testing.",0,"As a routine political endorsement for a Congressional seat, this post lacks the geopolitical or economic policy substance required to move crude oil prices.",10,"The post was made on a Monday evening, which is typical for political communications, and does not suggest a strategic attempt to influence markets during sensitive trading periods."
36780,2026-02-17 15:21:00,"Our MASSIVE Trade Deal with Japan has just launched!Japan is now officially, and financially, moving forward with the FIRST set of Investments under its $550 BILLION Dollar Commitment to invest in the United States of America — part of our Historic Trade Deal to REVITALIZE the American Industrial Base, create HUNDREDS OF THOUSANDS of GREAT American Jobs, and strengthen our National and Economic Security like never before.Today, I am pleased to announce three TREMENDOUS Projects in the Strategic ",0,The post focuses on trade and economic investment projects with Japan and does not mention or threaten Iran.,0,"The post is related to economic policy and bilateral trade relations, neither escalating nor de-escalating tensions with Iran.",15,"The post describes an official government announcement regarding a $550 billion investment pledge from Japan, which aligns with reporting and official statements from the U.S. Department of Commerce in February 2026.",85,"Announcements of multi-billion dollar investments in major energy infrastructure (LNG export facilities and large-scale power generation) typically impact relevant sectors like oil, gas, and energy-related equities.",40,"The post was made on a Tuesday afternoon, which is a standard time for public announcements, though it contains politically charged rhetoric often intended to influence public and market sentiment."
36804,2026-02-18 13:42:00,"I have been telling Prime Minister Keir Starmer, of the United Kingdom, that Leases are no good when it comes to Countries, and that he is making a big mistake by entering a 100 Year Lease with whoever it is that is “claiming” Right, Title, and Interest to Diego Garcia, strategically located in the Indian Ocean. Our relationship with the United Kingdom is a strong and powerful one, and it has been for many years, but Prime Minister Starmer is losing control of this important Island by claims of ",95,"The post explicitly mentions that it may be 'necessary for the United States to use' military bases on Diego Garcia and in the UK to 'eradicate' an attack from Iran, threatening direct military action.",5,"While the post mentions 'Iran' and a 'Deal', the context is framed around a potential strike if Iran does not comply with U.S. demands, rather than suggesting diplomatic de-escalation.",30,"The post contains verified geopolitical context regarding the UK-Mauritius Diego Garcia treaty dispute and tensions over US military access to the base, though it characterizes the claims to the island as 'fictitious' to reflect a political viewpoint.",85,"Crude oil markets are highly sensitive to rhetoric concerning potential military action in the Middle East and the security of key strategic military installations like Diego Garcia, especially when originating from a U.S. President.",60,"The post was issued during mid-day trading hours, which maximizes the potential for immediate market reaction to geopolitical threat assessments."
36815,2026-02-19 15:12:00,"We are going to have the Save America Act, one way or the other, after approval by Congress through the very proper use of the Filibuster or, at minimum, by a Talking Filibuster, à la “Mr. Smith Goes to Washington.”SAVE AMERICA ACT!1. ALL VOTERS MUST SHOW VOTER I.D. (IDENTIFICATION!).2. ALL VOTERS MUST SHOW PROOF OF CITIZENSHIP IN ORDER TO VOTE.3. NO MAIL-IN BALLOTS (EXCEPT FOR ILLNESS, DISABILITY, MILITARY, OR TRAVEL!).",0,The post concerns domestic legislative efforts regarding election procedures and contains no references to Iran or international military/economic threats.,0,The post is unrelated to international relations or foreign policy.,20,"The post describes a real, ongoing legislative debate in the U.S. Congress (the 'Save America Act') regarding voter identification and citizenship verification requirements, though it uses rhetoric to characterize these measures.",5,This post is focused on domestic election law and holds no direct relevance to crude oil market fundamentals or global energy supply chains.,10,"While the post was made during a period of legislative activity, it is a domestic political statement and lacks indicators of strategic timing relative to market opening or closing hours."
36829,2026-02-20 13:37:00,"To show you how ridiculous the opinion is, the Court said that I’m not allowed to charge even $1 DOLLAR to any Country under IEEPA, I assume to protect other Countries, not the United States which they should be interested in protecting — But I am allowed to cut off any and all Trade or Business with that same Country, even imposing a Foreign Country destroying embargo, and do anything else I want to do to them — How nonsensical is that? They are saying that I have the absolute right to license,",65,"While the post focuses on a Supreme Court ruling, the author explicitly mentions the power to impose a 'Foreign Country destroying embargo' and announces a shift toward an even 'stronger' approach to trade and tariffs, signaling continued aggressive economic policies.",0,"The post expresses defiance toward a Supreme Court ruling that limited trade powers and signals an intent to pursue alternative, potentially more aggressive, legal authorities to maintain or increase tariff pressures.",20,"The post accurately references the content of the Supreme Court's ruling in 'Learning Resources, Inc. v. Trump' (February 2026) regarding IEEPA and quotes from the dissent, though the author's characterization of the ruling's 'nonsensical' nature is a subjective interpretation.",90,"The post was made on the day of a major Supreme Court ruling regarding trade tariffs and hints at a shift to new, potentially stronger tariff authorities, which is highly significant for global trade, manufacturing, and commodity markets.",80,"The post was made on a Friday during business hours immediately following the release of a landmark Supreme Court decision on trade policy, a high-impact window for financial market reactions."
36829,2026-02-20 13:37:00,"To show you how ridiculous the opinion is, the Court said that I’m not allowed to charge even $1 DOLLAR to any Country under IEEPA, I assume to protect other Countries, not the United States which they should be interested in protecting — But I am allowed to cut off any and all Trade or Business with that same Country, even imposing a Foreign Country destroying embargo, and do anything else I want to do to them — How nonsensical is that? They are saying that I have the absolute right to license,",85,"The post explicitly mentions intending to use powers even 'stronger' than previous ones to target foreign trade, following a Supreme Court defeat. It contains aggressive rhetoric about imposing embargoes and banning goods, signaling a clear intent to escalate economic pressure on foreign nations.",0,"The post contains no language suggesting negotiation or reduced tensions; rather, it frames the Supreme Court ruling as an opportunity to adopt an even more aggressive trade stance.",20,"The post accurately quotes and reacts to a real Supreme Court ruling from February 20, 2026, which invalidated his use of IEEPA for tariffs. While his interpretation of the ruling's 'power' and his political motivations are subjective, the core factual premise regarding the Court's action is verifiable.",90,"This post announces a significant shift in U.S. trade policy following a major Supreme Court ruling, which directly impacts global supply chains, international trade relations, and market expectations for tariffs, almost certainly moving commodity and equity markets.",80,"The post was made on the day of the Supreme Court ruling, clearly intended to immediately shape the narrative, manage the market impact of the legal setback, and announce an aggressive 'Plan B' for trade policy."
36844,2026-02-21 12:57:00,"Greg Abbott is the strong and highly respected Governor of Texas, a State I love and WON BIG three times, including with 6.4 Million Votes in 2024 (The most Votes in History, BY FAR)!Thanks to Greg’s bold and effective Leadership, the wonderful people of Texas will have the opportunity to elect 5 new MAGA Republicans in the 2026 Midterm Elections with the passage of their new, fair, and much improved, Congressional Map — A BIG WIN for Republicans in The Lone Star State, and across the Country! A",0,"The post focuses exclusively on Texas state politics and domestic electoral strategy; it makes no mention of Iran, foreign policy, or military action.",0,"The post does not address international relations or conflict resolution, focusing entirely on domestic campaign rhetoric.",20,"The claim of receiving approximately 6.4 million votes in Texas in the 2024 election is factually accurate based on official results. While the claim of being the 'most votes in history, BY FAR' is hyperbolic and lacks context regarding population growth and national totals, the core data point regarding Texas is verified.",0,The content of this post is domestic political messaging regarding state elections and does not contain information that would influence global crude oil markets.,10,"The post was made on a Saturday at 12:57 PM UTC, which is outside of standard U.S. market trading hours and lacks any obvious correlation to market-moving events."
36843,2026-02-21 12:57:00,"I am proud to once again endorse Texas Lieutenant Governor, Dan Patrick, for Re-Election.As Texas Chair of our Presidential Campaigns in 2016, 2020, and 2024, Dan has been an incredible friend to our Movement, helping us WIN BIG in the Primaries and General Elections. In his next Term, Dan will fight tirelessly alongside of us to Secure the Border, Stop Migrant Crime, Grow the Economy, Cut Taxes and Regulations, Champion School Choice, Support our Great Military/Vets, Restore American Energy DOM",0,The post is a domestic political endorsement for a Texas official and contains no mention of Iran or foreign policy.,0,The post is focused entirely on domestic electoral politics and does not address international relations or de-escalation.,0,This is a standard political endorsement. The endorsement is a matter of public record and reflects the stated position of the individual posting.,0,The content pertains to state-level political endorsements and does not contain information relevant to global crude oil markets or macroeconomic indicators.,5,"While posted during market hours on a weekday, the content is purely political in nature and lacks any sensitivity that would reasonably impact financial markets."
36852,2026-02-21 16:06:00,"Based on a lack of support, in particular for the unbelievably successful TARIFFS imposed on Foreign Countries and Companies which has made America Richer, Stronger, Bigger, and Better than ever before, I am hereby WITHDRAWING my Endorsement of RINO Congressman Jeff Hurd, of Colorado’s 3rd District, and fully Endorsing Highly Respected Patriot, Hope Scheppelman, to take his place in Congress. Congressman Hurd is one of a small number of Legislators who have let me and our Country down. He is mor",0,"The post concerns domestic political endorsements and tariff policy, containing no threats of military action, sanctions, or economic harm against Iran.",0,"The post does not mention Iran or international diplomacy, focusing entirely on a domestic U.S. congressional race.",0,"The post accurately reflects a documented political event from February 21, 2026, where Donald Trump withdrew his endorsement of Congressman Jeff Hurd due to a disagreement over tariff policy.",0,"While tariffs generally impact markets, this specific post is a political endorsement withdrawal and does not announce new international economic policy or sanctions.",25,"The post was made on a Saturday (a weekend), which is a common time for political messaging but holds low relevance for direct market-moving impact related to crude oil or international finance."
36867,2026-02-23 07:03:00,"The supreme court (will be using lower case letters for a while based on a complete lack of respect!) of the United States accidentally and unwittingly gave me, as President of the United States, far more powers and strength than I had prior to their ridiculous, dumb, and very internationally divisive ruling. For one thing, I can use Licenses to do absolutely “terrible” things to foreign countries, especially those countries that have been RIPPING US OFF for many decades, but incomprehensibly, a",75,The post threatens to use 'Licenses' and 'Tariffs' in an 'obnoxious' and 'terrible' way against foreign countries that the President believes have been 'ripping us off.',0,"The post contains no language suggesting a desire for peace, reduced tensions, or diplomatic reconciliation.",90,The post contains significant inaccuracies regarding the scope of the Supreme Court's ruling and falsely claims that the Court approved his ability to use 'Licenses' to charge fees in the manner he describes.,85,"As a direct communication from the President threatening aggressive new trade tactics and 'terrible' actions against foreign trade partners, this post is highly likely to increase market volatility and affect global trade expectations.",80,"The post was issued on a Monday morning, following a major weekend development (the Supreme Court ruling) and preceding the trading day, indicating a clear intent to shape market sentiment."
36868,2026-02-23 07:06:00,"The supreme court (will be using lower case letters for a while based on a complete lack of respect!) of the United States accidentally and unwittingly gave me, as President of the United States, far more powers and strength than I had prior to their ridiculous, dumb, and very internationally divisive ruling. For one thing, I can use Licenses to do absolutely “terrible” things to foreign countries, especially those countries that have been RIPPING US OFF for many decades, but incomprehensibly, a",85,"The post explicitly threatens to use new, more 'obnoxious' tariff and licensing powers against foreign countries. The rhetoric is aggressively confrontational, framing these actions as tools for economic punishment against nations perceived to be 'ripping us off.'",5,There is no indication of willingness to engage in diplomacy or reduce tensions; the post focuses entirely on using economic authority to intensify trade conflicts.,70,"While the Supreme Court did recently rule against the President's use of IEEPA for tariffs, the President is misrepresenting the ruling's outcome as having accidentally granted him 'more powers and strength.' The ruling was a significant legal defeat, not an empowerment, and his claim about 'Licenses' to do 'terrible' things appears to be a hyperbolic interpretation of his remaining executive authorities.",90,"Threats of expanded, 'obnoxious' tariffs and aggressive use of licensing by the U.S. President are major signals that create significant uncertainty for global trade, manufacturing, and supply chains, which are typically high-impact events for commodities and equity markets.",80,"The post was made on a Monday morning (February 23, 2026), just before the start of the trading week, following a major legal setback over the weekend. This timing suggests an intent to immediately shape market sentiment and reassure his base regarding his economic agenda before the markets opened."
36878,2026-02-23 09:34:00,"Any Country that wants to “play games” with the ridiculous supreme court decision, especially those that have “Ripped Off” the U.S.A. for years, and even decades, will be met with a much higher Tariff, and worse, than that which they just recently agreed to. BUYER BEWARE!!! Thank you for your attention to this matter. President DONALD J. TRUMP",95,"The post explicitly threatens 'much higher Tariff, and worse' against any country that attempts to leverage a recent U.S. Supreme Court ruling to renegotiate trade agreements, using aggressive language like 'BUYER BEWARE!!!'.",0,The post adopts a confrontational stance toward international trading partners and rejects any notion of compromise or negotiation regarding existing trade deals.,0,"The post accurately reflects President Trump's public statements following the Supreme Court's ruling on his tariff policy, as verified by numerous contemporary news reports from February 23, 2026.",90,"Threats of increased tariffs from a U.S. President directed at international trading partners create significant uncertainty in global trade, which historically leads to immediate volatility in equity, currency, and commodity markets.",80,"The post was issued during a period of high economic uncertainty following a major Supreme Court ruling, likely intended to signal policy direction to markets and foreign governments ahead of the trading week."
36883,2026-02-23 16:11:00,"Numerous stories from the Fake News Media have been circulating stating that General Daniel Caine, sometimes referred to as Razin, is against us going to War with Iran. The story does not attribute this vast wealth of knowledge to anyone, and is 100% incorrect. General Caine, like all of us, would like not to see War but, if a decision is made on going against Iran at a Military level, it is his opinion that it will be something easily won. He knows Iran well in that he was in charge of Midnight",85,"The post dismisses reports of military hesitation and emphasizes readiness for a 'win' if military action against Iran is ordered, framing the potential conflict as 'easily won.' While it mentions a preference for a deal, the overarching tone is one of military posturing and preparedness to strike.",30,"The post briefly mentions a preference for a deal to avoid war, but this is subordinated to strong warnings of severe consequences for Iran if a deal is not reached.",20,"The core claims—such as the existence of General Daniel 'Razin' Caine, Operation Midnight Hammer, and the preceding events in 2025/2026—are contextually consistent with established events in this timeline, though the specific characterization of the general's private stance is contested by media reports.",90,"The public discussion of a potential war, specific military operations, and the threat of a 'very bad day' for Iran are highly likely to create significant volatility in crude oil markets due to fears of supply disruption in the Middle East.",80,"The post was made on a Sunday (February 23), a common time for messaging intended to set the tone for markets before the Monday opening."
36899,2026-02-25 13:21:00,"Bluffton City Councilman Blake Fiechter, a True America First Patriot, is running against “RINO” State Senator Travis Holdman, in Indiana’s 19th Senate District who, for whatever reason, voted against Redistricting in Indiana, in a District that I won by 39 points, which puts the United States Congress in jeopardy. Holdman and his RINO friends made Indiana, a State I love and have been very good to, the only State in the Country that essentially said they don’t care about what happens in the Uni",0,The post concerns internal Indiana state politics and does not involve Iran or international relations.,0,The post does not address or influence international tensions.,20,"The post accurately reflects Trump's public endorsement of Blake Fiechter and his criticism of Travis Holdman regarding redistricting. While the political rhetoric is subjective, the factual basis of the endorsement and the redistricting dispute is verifiable.",5,"The content is strictly focused on a local/state primary election and lacks any relevance to macroeconomic factors, oil prices, or global markets.",20,"While the post was made during the work week (Wednesday), the subject matter is localized political campaigning, not timed to influence major financial markets."
36898,2026-02-25 13:22:00,"It is my Great Honor to endorse America First Patriot Tracey Powell, a fantastic Candidate for Indiana's 21st State Senate District (which I won by 24 points!). Tracey is running against a pathetic RINO incumbent named Jim Buck, who, for whatever reason, voted against Redistricting in Indiana, which puts the United States Congress in jeopardy. Buck and his RINO friends made Indiana, a State I love and have been very good to, the only State in the Country that essentially said they don’t care if ",0,"The post concerns domestic state-level politics and does not mention Iran, military action, sanctions, or international economic threats.",0,"The post contains no mention of Iran or international relations, focusing entirely on a primary election endorsement in Indiana.",20,"While the post contains subjective political insults ('pathetic RINO,' 'America Last'), the core claims regarding the endorsement of Tracey Powell, his race against Jim Buck, and their disagreement over redistricting are factual and documented.",0,This is a domestic political campaign post concerning an Indiana State Senate race and holds no relevance to global crude oil markets.,10,"The post was made on a Wednesday afternoon, not during high-impact market opening or closing times, and is unrelated to financial markets."
36897,2026-02-25 13:22:00,"It is my Great Honor to endorse MAGA Warrior and Fountain County GOP Chair, Paula Copenhaver, a terrific Candidate for Indiana's 23rd State Senate District (which I won by 26 points!). Paula is running against an incompetent and ineffective RINO incumbent named Spencer Deery who, for whatever reason, betrayed his voters by voting against Redistricting in Indiana. Deery and his RINO friends made Indiana, a State I love and have been very good to, the only State in the Country that essentially sai",0,"The post discusses internal American political campaign dynamics and does not reference Iran, military action, or international sanctions.",0,The post is purely domestic political rhetoric and does not address international relations or conflict de-escalation.,15,"The post accurately identifies Spencer Deery as a Republican State Senator who voted against redistricting; however, the characterization of him as 'America Last' or siding with 'Far Left Democrats' is subjective political opinion.",0,This is a local political campaign message with no implications for oil or broader financial markets.,20,The post appears to be standard political communication aimed at influencing a local Republican primary and is not timed to impact financial markets.
36896,2026-02-25 13:23:00,"Vigo County Commissioner Brenda Wilson, a Proven America First Patriot, is running against “No Goode” Greg Goode (BAD FOR THE U.S.A.!) in the Republican Primary for Indiana’s 38th Senate District, which I won by 28 points! “No Goode” is an incompetent and ineffective RINO incumbent who, for whatever reason, voted against Redistricting in Indiana, which has made him a hero to Hakeem Jeffries, Ilhan Omar, and every other Radical Left Member of the U.S. House of Representatives. “No Goode” and his ",0,"The post concerns a local Indiana state senate primary election and does not mention, threaten, or involve Iran in any capacity.",0,The post focuses on domestic electoral politics and contains no content regarding international relations or peace talks.,20,"While the post contains hyperbole and subjective political labeling ('RINO', 'Incompetent'), the core factual claim—that Greg Goode voted against a Trump-supported redistricting plan in the Indiana Senate—is verified by news reports.",0,This is a domestic political campaign post regarding a state-level primary election and has no relevance to global commodity markets or crude oil prices.,0,"The post is purely political campaign messaging; its timing relates to the Indiana state senate primary cycle, not financial market trading schedules."
36895,2026-02-25 13:25:00,"It is my Great Honor to endorse State Representative Michelle Davis, a REAL Republican running for Indiana's 41st State Senate District (which I won by 33 points!), against RINO incumbent Greg Walker! Michelle will be a fantastic replacement for Walker who, for whatever reason, voted against Redistricting in Indiana, which puts the United States Congress in jeopardy. Walker and his RINO friends made Indiana, a State I love and have been very good to, the only State in the Country that essentiall",0,"The post concerns domestic state-level politics and redistricting, containing no mention of, or threats toward, Iran.",0,The post is a political endorsement and critique of a domestic political opponent; it does not address international relations or de-escalation.,20,"The core political claims regarding the electoral contest between Michelle Davis and Greg Walker are based on real, verifiable events, specifically the Indiana Senate's December 2025 vote against a redistricting bill that the President supported.",5,"The post focuses on a local Indiana State Senate primary and congressional redistricting, which holds negligible significance for global crude oil markets.",20,"The post was made on a Wednesday afternoon, which is during normal US trading hours, but its content is local political rhetoric unlikely to influence financial markets."
36900,2026-02-25 13:28:00,"It is my Great Honor to endorse America First Patriot, Jeff Ellington, a terrific Candidate for Indiana's 39th State Senate District (which I won by a whopping 55 points!). Jeff will be a fantastic replacement for RINO Eric Bassler, who may not even run again because Republicans are so angry with him over his betrayal he committed when he, for whatever reason, voted against Redistricting in Indiana, which essentially made him a partner to the Radical Left Democrats in their quest to take control",0,"The post concerns domestic Indiana state politics and redistricting, making no mention of Iran, military action, or foreign policy.",0,The post is purely focused on internal Republican party primary politics and expresses no intent regarding international peace or de-escalation.,20,"While the post contains partisan characterizations, the core facts—that Eric Bassler opposed a 2025 redistricting plan and is not seeking re-election, and that Donald Trump endorsed Jeff Ellington—are factually supported by legislative records and public statements.",0,"This is a local political endorsement with no connection to commodities, global trade, or macroeconomic factors that would influence crude oil prices.",10,"The post was made on a Wednesday afternoon; while political, it lacks relevance to market sessions or significant economic indicators."
36911,2026-02-27 07:57:00,"As Georgia prosecutor pursued Trump, Biden DOJ 'invited' her to get lucrative grant, memos show:https://justthenews.com/accountability/political-ethics/biden-justice-department-awarded-grants-fulton-da-during-trump",0,"The post focuses on domestic US legal and political issues regarding a Georgia prosecutor and the Biden DOJ; it does not mention Iran, military action, or international sanctions.",0,The content is confrontational regarding domestic political opponents and contains no language related to peace talks or reducing international tensions.,20,"The post cites documents obtained via an open records lawsuit; while the interpretation of the facts is contested, the existence of the correspondence and grant awards is verifiable through documented evidence.",5,"This is a domestic political news item concerning legal proceedings and campaign-related allegations, which is unlikely to have a material impact on global crude oil markets.",30,"The post was made on a Friday morning (07:57:00), which is a high-volume time for news cycle engagement, but it does not appear specifically calculated to exploit a trading window for oil markets."
36926,2026-02-27 10:38:00,"Trump awards Purple Hearts to National Guard members ambushed in Washington, DC: 'We love you all':https://www.foxnews.com/politics/trump-awards-purple-hearts-national-guard-members-ambushed-washington-dc-we-love-you-all",0,"The post discusses a domestic event related to the honoring of National Guard members and does not mention Iran, foreign military action, or international sanctions.",0,The post is not related to diplomatic relations or conflict resolution and therefore contains no de-escalation intent.,5,"The claim is based on documented events from the 2026 State of the Union address where President Trump honored National Guard members, making it factually verifiable.",0,"This post concerns a domestic ceremonial event and does not contain information relevant to macroeconomic, energy, or financial markets.",0,The post appears to be a standard sharing of recent news coverage regarding a public event and does not show clear indicators of strategic market manipulation.
36943,2026-02-27 11:16:00,"Congressman Nathaniel Moran is doing a fantastic job representing the Great People of Texas’ 1st Congressional District!Nathaniel has an incredible Record of Success, and strong support from his Community. In Congress, he is working tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Support our Amazing Farmers and Ranchers, Ensure American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Champion our Brave Military/Veterans, and P",0,The post is a domestic political endorsement for a U.S. Congressional candidate and contains no mention of Iran or foreign policy threats.,0,The post is focused entirely on domestic electoral support and policy goals; it does not address international relations or de-escalation efforts.,0,"This is a standard political endorsement for a sitting U.S. Representative (Nathaniel Moran, TX-01), which is a matter of public record and can be verified.",0,This post concerns a domestic congressional election and contains no policy announcements or geopolitical rhetoric that would influence crude oil or global commodity markets.,5,"The post was issued during mid-morning on a weekday, consistent with standard political communication rather than targeted market-moving activities."
36942,2026-02-27 11:16:00,"Congressman Keith Self is a Tremendous Advocate for the Great People of Texas’ 3rd Congressional District!   A West Point Graduate and retired Army Ranger, Keith knows the Wisdom and Courage required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, he is working hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Cut Taxes and Regulations, Unleash American Energy DOMINANCE, Promote MADE IN THE U.S.A., Safeguard our ",0,The post is a political endorsement for a U.S. Congressman and contains no mention of Iran or foreign policy aggression.,0,The post is strictly related to domestic U.S. political campaigning and does not address international relations or conflict resolution.,0,"The claims regarding Keith Self's background (West Point graduate, retired Army Ranger/officer) and the fact of his endorsement by Donald Trump are factually accurate.",0,This is a standard political endorsement for a congressional seat and holds no relevance to crude oil markets or macroeconomic indicators.,50,"The post was made on a Friday morning during the final days of early voting for a primary election, which is a common and strategic time for political campaigning, but not indicative of market manipulation."
